province_th,station_id_suggested,name_th,name_en,provider,network_suggested,lat,lon,connector_summary,address,suggested_verification_status,suggested_confidence,source_url
อุดรธานี,ptt_nong_han_oil,ปตท บจ.หนองหานออยล์,PTT Nong Han Oil,PTT,EV Station PluZ,17.346794,103.107185,CCS2,307 ม.3 ต.หนองไผ่ อ.หนองหาน อุดรธานี 41130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำปาง,ptt_suksamran_petroleum,ปตท บจ.สุขสำราญ ปิโตรเลียม,PTT Suksamran Petroleum,PTT,EV Station PluZ,18.78477,99.96733,CCS2,151 ม.2 ต.นาแก อ.งาว ลำปาง 52110,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
หนองคาย,ptt_supthawee_km_6,ปตท หจก.ทรัพย์ทวี กม.6,PTT Supthawee Km. 6,PTT,EV Station PluZ,17.90698,102.7899,CCS2,158 ม.13 ถ.หนองคาย - โพนพิสัย ต.หาดคำ อ.เมืองหนองคาย หนองคาย 43000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุบลราชธานี,ptt_nadech_petroleum,ปตท หจก.ณเดชท์ปิโตรเลียม,PTT Nadech Petroleum,PTT,EV Station PluZ,14.9119,105.0579,CCS2,998 ม.19 ต.เมืองเดช อ.เดชอุดม อุบลราชธานี 34160,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_pongkit_10_sut,ปตท บจ.พงษ์กิต (10) (มทส.),PTT Pongkit (10) (SUT),PTT,EV Station PluZ,14.91503,102.0653,CCS2,1233 ม.4 ถ.304 นครราชสีมา-ปักธงชัย  ต.หนองจะบก อ.เมืองนครราชสีมา นครราชสีมา 30000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_chokchai,ปตท โชคชัย,PTT Chokchai,PTT,EV Station PluZ,14.74009,102.1548,CCS2,5 ม.13 ต.โชคชัย อ.โชคชัย นครราชสีมา 30190,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
พิษณุโลก,ptt_phitsanulok_nakhon_petroleum,ปตท บจ.พิษณุโลกนครปิโตรเลียม,PTT Phitsanulok Nakhon Petroleum,PTT,EV Station PluZ,16.76,100.3098,CCS2,1 ม.15 ต.วังพิกุล อ.วังทอง พิษณุโลก 65130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_pkut_muang,ปตท กุดม่วง,PTT PKut Muang,PTT,EV Station PluZ,15.16496,101.7317,CCS2,189 ม.13 ต.ตะเคียน อ.ด่านขุนทด นครราชสีมา 30210,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครนายก,ptt_sri_saowapha_service,ปตท หจก.ศรีเสาวภาบริการ,PTT Sri Saowapha Service,PTT,EV Station PluZ,14.12357,100.9951,CCS2,329 ม.2 ถ.นครนายก-รังสิต ต.องครักษ์ อ.องครักษ์ นครนายก 26120,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
พิษณุโลก,ptt_kobchai_bang_rakam_petroleum,ปตท บจ.กอบชัย บางระกำปิโตรเลียม,PTT Kobchai Bang Rakam Petroleum,PTT,EV Station PluZ,16.76545,100.1367,CCS2,99/1 ม.15 ต.บางระกำ อ.บางระกำ พิษณุโลก 65140,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงราย,ptt_tnw_petro,ปตท บจ.ทีเอ็นดับเบิ้ลยู ปิโตร,PTT TNW Petro,PTT,EV Station PluZ,19.95564,99.84127,CCS2,679 ม.2 ต.บ้านดู่ อ.เมืองเชียงราย เชียงราย 57100,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครนายก,ptt_palang_charoen_rungrueng,ปตท บจ.พลังเจริญรุ่งเรือง,PTT Palang Charoen Rungrueng,PTT,EV Station PluZ,14.24729,101.254,CCS2,23 ม.10 ต.สาริกา อ.เมืองนครนายก นครนายก 26000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_thepharak,ปตท เทพารักษ์,PTT Thepharak,PTT,EV Station PluZ,13.60592,100.6913,"CCS2, Type 2",79 ม.4 ต.บางพลีใหญ่ อ.บางพลี สมุทรปราการ 10540,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
พิษณุโลก,ptt_srisutha_2018,ปตท บจ.ศรีสุธา 2018,PTT Srisutha 2018,PTT,EV Station PluZ,16.98951,100.3273,CCS2,245 ม.1 ต.วัดโบสถ์ อ.วัดโบสถ์ พิษณุโลก 65160,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_rm_chiang_mai_mae_jo_1,ปตท อาร์เอ็ม เชียงใหม่-แม่โจ้ 1,PTT RM Chiang Mai-Mae Jo 1,PTT,EV Station PluZ,18.8287562861,99.0119641005,CCS2,264 ม.2 ถ.เชียงใหม่-แม่โจ้ ต.หนองจ๊อม อ.สันทราย เชียงใหม่ 50210,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,b2_chang_phueak_gate_premier_hotel,โรงแรมบีทู ช้างเผือก เกท พรีเมียร์,B2 Chang Phueak Gate Premier Hotel,PTT,EV Station PluZ,18.79623839,98.98502733,"CCS2, Type 2",234/18  ถ.มณีนพรัตน์ ต.ศรีภูมิ อ.เมืองเชียงใหม่ เชียงใหม่ 50200,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุดรธานี,ptt_mueang_udon_thani,ปตท เมืองอุดรธานี,PTT Mueang Udon Thani,PTT,EV Station PluZ,17.39442,102.8115,CCS2,186/7 ม.14 ซ.ซอยบ้านเก่าจาน ต.หมากแข้ง อ.เมืองอุดรธานี อุดรธานี 41000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_siam_all_kut_noi,ปตท หจก.สยาม ออลล์ (กุดน้อย),PTT Siam All (Kut Noi),PTT,EV Station PluZ,14.96297,101.6784,CCS2,234/5 ม.11 ถ.สีคิ้ว-ชัยภูมิ ต.กุดน้อย อ.สีคิ้ว นครราชสีมา 30140,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_wong_sarayan,ปตท หจก.วงษ์สาระยาน,PTT Wong Sarayan,PTT,EV Station PluZ,16.07518,102.7357,CCS2,706/11-14 ม.1 ถ.เจนจบทิศ ต.ในเมือง อ.บ้านไผ่ ขอนแก่น 40110,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_siam_dan_khun_thot_oil_2,ปตท หจก.น้ำมันสยามด่านขุนทด (2),PTT Siam Dan Khun Thot Oil (2),PTT,EV Station PluZ,14.86927,101.7202,CCS2,789 ม.2 ต.มิตรภาพ อ.สีคิ้ว นครราชสีมา 30140,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_prakit_petroleum,ปตท บจ.ประกิจปิโตรเลี่ยม,PTT Prakit Petroleum,PTT,EV Station PluZ,15.25291,102.4028,CCS2,49 ม.12 ถ.มิตรภาพ ต.ธารปราสาท อ.โนนสูง นครราชสีมา 30420,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุบลราชธานี,ptt_phonnathaphong_nawapol_petroleum,ปตท บจ.พรณัฐพงษ์นวพลปิโตรเลียม,PTT Phonnathaphong Nawapol Petroleum,PTT,EV Station PluZ,14.93335,105.0463,CCS2,305 ม.7 ถ.ประชา ต.เมืองเดช อ.เดชอุดม อุบลราชธานี 34160,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_kk_oil,ปตท บจ.เคเค ออยล์,PTT KK Oil,PTT,EV Station PluZ,16.4278538581,102.8865207748,CCS2,99 ม.9 ต.พระลับ อ.เมืองขอนแก่น ขอนแก่น 40000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_p_o_oil_chakrat,ปตท บจ.พี โอ ออยล์ (จักราช),PTT P O Oil (Chakrat),PTT,EV Station PluZ,15.05657,102.4018,CCS2,71 ม.10 ต.หนองพลวง อ.จักราช นครราชสีมา 30230,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_ratthalita_oil_1,ปตท บจ.รัฐะลิตา ออยล์ (1),PTT Ratthalita Oil (1),PTT,EV Station PluZ,16.3904518098,102.82681725,CCS2,78 ม.14 ต.เมืองเก่า อ.เมืองขอนแก่น ขอนแก่น 40000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_phet_kaen_nakhon_petroleum,ปตท บจ.เพชรแก่นนครปิโตรเลียม,PTT Phet Kaen Nakhon Petroleum,PTT,EV Station PluZ,16.43849,102.9357,CCS2,289 ม.4 ถ.บึงเนียม  ต.บึงเนียม อ.เมืองขอนแก่น ขอนแก่น 40000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_j_v_p_energy,ปตท หจก.เจ วี พี เอนเนอร์จี้,PTT J.V.P. Energy,PTT,EV Station PluZ,16.4050303886,102.7752647948,CCS2,320 ม.2 ต.เมืองเก่า อ.เมืองขอนแก่น ขอนแก่น 40000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_prasertsin_petroleum,ปตท บจ.ประเสริฐสินปิโตรเลียม,PTT Prasertsin Petroleum,PTT,EV Station PluZ,14.92637,101.9636,CCS2,42 ม.6 ถ.มิตรภาพ ต.โคกกรวด อ.เมืองนครราชสีมา นครราชสีมา 30280,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
แพร่,ptt_polakred_service_energy_2,ปตท บจ.พลกฤตเซอร์วิสเอ็นเนอร์ยี่ (2),PTT Polakred Service Energy (2),PTT,EV Station PluZ,18.1885,100.1858,CCS2,195 ม.4 ต.ทุ่งโฮ้ง อ.เมืองแพร่ แพร่ 54000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำปาง,ptt_city_group_at_ngao,ปตท บจ.ซิตตี้ กรุ๊ป แอด งาว,PTT City Group at Ngao,PTT,EV Station PluZ,18.73928,99.97376,CCS2,198 ม.2 ต.หลวงใต้ อ.งาว ลำปาง 52110,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_phet_nam_phrae_energy,ปตท หจก.เพชรน้ำแพร่เอ็นเนอร์จี,PTT Phet Nam Phrae Energy,PTT,EV Station PluZ,18.671846,98.887916,CCS2,99 ม.10 ต.น้ำแพร่ อ.หางดง เชียงใหม่ 50230,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_p_d_service,ปตท หจก.พี ดี บริการ,PTT P.D. Service,PTT,EV Station PluZ,18.83727,99.042065,CCS2,39 ม.10 ต.สันทรายน้อย อ.สันทราย เชียงใหม่ 50210,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_wang_chan_energy,ปตท บจ.วังจันทร์ เอนเนอร์จี,PTT Wang Chan Energy,PTT,EV Station PluZ,12.93558512,101.5229884871,CCS2,444 ม.1 ต.ชุมแสง อ.วังจันทร์ ระยอง 21210,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_rm_chiang_mai_mae_jo_2,ปตท อาร์เอ็ม เชียงใหม่-แม่โจ้ 2,PTT RM Chiang Mai-Mae Jo 2,PTT,EV Station PluZ,18.867029082,99.0157026435,CCS2,469 ม.4 ต.หนองจ๊อม อ.สันทราย เชียงใหม่ 50210,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_banmai_mahachai_petroleum,ปตท บจ.บ้านใหม่ มหาชัย ปิโตรเลียม,PTT Banmai Mahachai Petroleum,PTT,EV Station PluZ,14.9946189153,102.1293188874,CCS2,1590 ถ.สุรนารายณ์ ต.ในเมือง อ.เมืองนครราชสีมา นครราชสีมา 30000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_lertsawat_energy,ปตท บจ.เลิศสวัสดิ์ เอ็นเนอจี,PTT Lertsawat Energy,PTT,EV Station PluZ,14.8550679462,101.7023755837,CCS2,279 ม.6 ต.มิตรภาพ อ.สีคิ้ว นครราชสีมา 30140,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_mae_lamjuan_petroleum,ปตท บจ.แม่ลำจวนปิโตรเลียม,PTT Mae Lamjuan Petroleum,PTT,EV Station PluZ,14.5693485674,101.9821806982,CCS2,53 ม.1 ต.ภูหลวง อ.ปักธงชัย นครราชสีมา 30150,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_p_s_y_petroleum,ปตท บจ.พี.เอส.วาย.ปิโตรเลียม,PTT P.S.Y. Petroleum,PTT,EV Station PluZ,16.309467,102.792003,CCS2,111 หมู่ที่ 11 ถ.มิตรภาพ ต.ท่าพระ อ.เมืองขอนแก่น ขอนแก่น 40260 ต.ท่าพระ อ.เมืองขอนแก่น ขอนแก่น 40260,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_korchangyu_petroleum_business,ปตท บจ.กอชั่งหยู ปิโตรเลียม บิซซิเนส,PTT Korchangyu Petroleum Business,PTT,EV Station PluZ,15.7972614886,102.6077866538,CCS2,159 หมู่ที่ 4 ถ.มิตรภาพ ต.เมืองพล อ.พล ขอนแก่น 40120 ต.เมืองพล อ.พล ขอนแก่น 40120,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_blue_petroleum,ปตท บจ.บลู ปิโตรเลียม,PTT Blue Petroleum,PTT,EV Station PluZ,16.4105460902,102.816305276,CCS2,828 หมู่ที่ 8 ต.เมืองเก่า อ.เมืองขอนแก่น ขอนแก่น 40000 ต.เมืองเก่า อ.เมืองขอนแก่น ขอนแก่น 40000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_petch_nam_aek_petroleum,ปตท บจ.เพชรน้ำเอกปิโตรเลียม,PTT Petch Nam Aek Petroleum,PTT,EV Station PluZ,16.4498521179,102.7382231842,CCS2,489 หมู่ที่ 1 ต.บ้านทุ่ม อ.เมืองขอนแก่น ขอนแก่น 40000 ต.บ้านทุ่ม อ.เมืองขอนแก่น ขอนแก่น 40000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_rm_khonkaen_maliwan_1,ปตท อาร์เอ็ม ขอนแก่น-มะลิวัลย์ 1,PTT RM Khonkaen-Maliwan 1,PTT,EV Station PluZ,16.4418593032,102.8079654254,CCS2,99 หมู่ที่ 10 ถนนมะลิวัลย์ ตำบลบ้านเป็ด อำเภอเมืองขอนแก่น จังหวัดขอนแก่น 40000 ต.บ้านเป็ด อ.เมืองขอนแก่น ขอนแก่น 40000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_petch_pp_petroleum,ปตท บจ.เพชร พีพี ปิโตรเลียม,PTT Petch PP Petroleum,PTT,EV Station PluZ,16.4296157663,102.8560266699,CCS2,22/22 หมู่ที่ 4 ต.ในเมือง อ.เมืองขอนแก่น ขอนแก่น 40000 ต.ในเมือง อ.เมืองขอนแก่น ขอนแก่น 40000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_p_s_y_khonkaen,ปตท บจ.พี.เอส.วาย.ขอนแก่น,PTT P.S.Y.Khonkaen,PTT,EV Station PluZ,16.5294341221,102.8292646005,CCS2,333 หมู่ที่ 1 ถ.มิตรภาพ ต.สำราญ อ.เมืองขอนแก่น ขอนแก่น 40000 ต.สำราญ อ.เมืองขอนแก่น ขอนแก่น 40000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_kunpol_service,ปตท บจ.ขุนพลบริการ,PTT Kunpol Service,PTT,EV Station PluZ,16.8469422768,102.855101849,CCS2,237 หมู่ที่ 11 ถ.มิตรภาพ ต.คำม่วง อ.เขาสวนกวาง ขอนแก่น 40280 ต.คำม่วง อ.เขาสวนกวาง ขอนแก่น 40280,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_kunpon_service_nampong,ปตท บจ.ขุนพลบริการน้ำพอง,PTT Kunpon Service Nampong,PTT,EV Station PluZ,16.7448369638,102.8039091277,CCS2,198 หมู่ที่ 5 ถ.มิตรภาพ ต.น้ำพอง อ.น้ำพอง ขอนแก่น 40140 ต.น้ำพอง อ.น้ำพอง ขอนแก่น 40140,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุดรธานี,ptt_rm_udonthani_nonsa_at_km_403_ib,ปตท อาร์เอ็ม อุดรธานี-โนนสะอาด กม.403 (ขาเข้า),PTT RM Udonthani Nonsa-at KM.403 (IB),PTT,EV Station PluZ,16.9986675604,102.8927406974,CCS2,66 หมู่ที่ 1 ตำบลโนนสะอาด อำเภอโนนสะอาด จังหวัดอุดรธานี 41240 ต.โนนสะอาด อ.โนนสะอาด อุดรธานี 41240,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุดรธานี,ptt_bangkok_lifestyle,ปตท บจ.บางกอก ไลฟ์ สไตล์,PTT Bangkok LifeStyle,PTT,EV Station PluZ,17.0022815448,102.8947535738,CCS2,269 หมู่ที่ 13 ต.ปะโค อ.กุมภวาปี อุดรธานี 41370 ต.ปะโค อ.กุมภวาปี อุดรธานี 41370,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุดรธานี,ptt_rm_udonthani_nakha_km_470_ib,ปตท อาร์เอ็ม อุดรธานี-นาข่า กม.470 (ขาเข้า),PTT RM Udonthani-Nakha KM.470 (IB),PTT,EV Station PluZ,17.5432658496,102.8008058903,CCS2,509 หมู่ที่ 1 ตำบลนาข่า อำเภอเมืองอุดรธานี จังหวัดอุดรธานี 41000 ต.นาข่า อ.เมืองอุดรธานี อุดรธานี 41000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_sukhum_service_tha_rua,ปตท บจ.สุขุมเซอร์วิส (ท่ารั้ว),PTT Sukhum Service (Tha Rua),PTT,EV Station PluZ,18.7958725,99.0669747,CCS2,7 ม.8 ต.สันปูเลย อ.ดอยสะเก็ด เชียงใหม่ 50220,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_rm_bangna_trad_km_25,ปตท อาร์เอ็ม บางนาตราด กม.25,PTT RM Bangna-Trad km.25,PTT,EV Station PluZ,13.591086,100.826132,CCS2,46/1 ม.7 ถ.บางนา-ตราด ต.บางเสาธง อ.บางเสาธง สมุทรปราการ 10570,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_rm_bangna_trad_km_27,ปตท อาร์เอ็ม บางนาตราด กม.27,PTT RM Bangna-Trad km.27,PTT,EV Station PluZ,13.586032,100.843432,CCS2,340/1 ม.1 ถ.บางนา-ตราด ต.บางบ่อ อ.บางบ่อ สมุทรปราการ 10560,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_sukhum_service_mae_taeng,ปตท บจ.สุขุมเซอร์วิส (แม่แตง),PTT Sukhum Service (Mae Taeng),PTT,EV Station PluZ,19.08245124,98.93680337,CCS2,172 ม.3 ถ.โชตนา ต.ขี้เหล็ก อ.แม่แตง เชียงใหม่ 50150,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_park_mall_3,ปตท บจ. ปาร์ค มอลล์ 3,PTT Park Mall 3,PTT,EV Station PluZ,13.646408,100.582985,CCS2,88  ม.ึ7 ต.สำโรงกลาง อ.พระประแดง สมุทรปราการ 10130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_jiang_asawan_nongkhai_phraekkasa,ปตท บจ.เจียง-อัศวรรณหนองคาย (แพรกษา),PTT Jiang-Asawan Nongkhai (Phraekkasa),PTT,EV Station PluZ,13.566833,100.663228,CCS2,889  ม.ุ6 ถ.แพรกษา ต.แพรกษา อ.เมืองสมุทรปราการ สมุทรปราการ 10280,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_charoensubnongruea,ปตท หจก.เจริญทรัพย์หนองเรือ,PTT Charoensubnongruea,PTT,EV Station PluZ,16.4865776891,102.4829226236,CCS2,251 หมู่ที่ 12 ต.หนองเรือ อ.หนองเรือ ขอนแก่น 40210 ต.หนองเรือ อ.หนองเรือ ขอนแก่น 40210,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_burapha_petroleum_1995_2,ปตท บจ.บูรพาปิโตรเลียม (1995)  2,PTT Burapha petroleum (1995) (2),PTT,EV Station PluZ,12.72495,101.20446,CCS2,1/4  ม.5 ต.ทับมา อ.เมืองระยอง ระยอง 21000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_porncharoen_2014,ปตท หจก.พรเจริญ 2014,PTT Porncharoen 2014,PTT,EV Station PluZ,16.4873512236,102.4595106506,CCS2,172 หมู่ที่ 9 ต.หนองเรือ อ.หนองเรือ ขอนแก่น 40210 ต.หนองเรือ อ.หนองเรือ ขอนแก่น 40210,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_sikhio_hub,ปตท สีคิ้ว (ฮับ),PTT Sikhio (HUB),PTT,EV Station PluZ,14.845561052,101.6318054362,"CCS2, Type 2",226 ม.15 ถ.มิตรภาพ ต.ลาดบัวขาว อ.สีคิ้ว นครราชสีมา 30340,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,centara_korat,เซ็นทารา โคราช,Centara Korat,PTT,EV Station PluZ,14.9969935877,102.1174570015,CCS2,880 ถ.มิตรภาพ-หนองคาย  ต.ในเมือง อ.เมืองนครราชสีมา นครราชสีมา 30000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุดรธานี,ptt_rm_udonthani_dusadee_km_121,ปตท อาร์เอ็ม อุดรธานี-อุดรดุษฏี กม.121,PTT RM Udonthani Dusadee KM.121,PTT,EV Station PluZ,17.4453986098,102.7919461365,CCS2,255 หมู่ที่ 8 ตำบลหมูม่น อำเภอเมืองอุดรธานี จังหวัดอุดรธานี 41000 ต.หมูม่น อ.เมืองอุดรธานี อุดรธานี 41000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,bangkok_hospital_pakchong,โรงพยาบาลกรุงเทพ ปากช่อง,Bangkok Hospital Pakchong,PTT,EV Station PluZ,14.7182772922,101.4316758302,CCS2,5/1 ถ.ถนนมิตรภาพ  ต.หนองสาหร่าย อ.ปากช่อง นครราชสีมา 30130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_ban_phai_hub,ปตท บ้านไผ่ (ฮับ),PTT Ban Phai (HUB),PTT,EV Station PluZ,16.0225394205,102.7093905169,"CCS2, Type 2",306 ม.2 ต.หัวหนอง อ.บ้านไผ่ ขอนแก่น 40110,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
