name_th,name_en,provider,network_suggested,connector_summary,address,province_th,lat,lon,style,source_url
สุพรรณบุรี,,PEA,PEA VOLTA,188 หมู่1 ตำบลสนามชัย อำเภอเมืองสุพรรณบุณี จังหวัดสุพรรณบุรี 72000 PEA VOLTA สุพรรณบุรี #1,,,14.51966,100.13065338,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองพิจิตร,,PEA,PEA VOLTA,ซอย บึงสีไฟ 6 ตำบล ในเมือง อำเภอเมืองพิจิตร พิจิตร 66000 PEA VOLTA เมืองพิจิตร,,,16.43827248,100.34598541,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ตาก,,PEA,PEA VOLTA,3 จอมพล ตำบลระแหง อำเภอเมืองตาก ตาก 63000 PEA VOLTA ตาก,,,16.86868668,99.12432098,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ตะพานหิน,,PEA,PEA VOLTA,119 หมู่ 3 ถนนตะพานหิน-เพชรบูรณ์ ตำบลตะพานหิน อำเภอตะพานหิน จังหวัดพิจิตร 66110 PEA VOLTA ตะพานหิน,,,16.20484924,100.47024536,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขาณุวรลักษบุรี,,PEA,PEA VOLTA,ถ. พหลโยธิน ต.ดอนแตง อำเภอขาณุวรลักษบุรี กำแพงเพชร 62140 PEA VOLTA ขาณุวรลักษบุรี,,,16.02359009,99.78053284,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
โพธาราม,,PEA,PEA VOLTA,190 ซอย เลิศพาณิชย์ ตำบล โพธาราม อำเภอโพธาราม ราชบุรี 70120 PEA VOLTA โพธาราม,,,13.68953323,99.8482132,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
จอมบึง,,PEA,PEA VOLTA,35/2 ถนน ราชบุรี - ผาปก ตำบล จอมบึง อำเภอ จอมบึง ราชบุรี 70150 PEA VOLTA จอมบึง,,,13.62386417,99.61400604,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
หัวไทร,,PEA,PEA VOLTA,221 หมู่11 ตำบล หัวไทร อำเภอ หัวไทร นครศรีธรรมราช 80170 PEA VOLTA หัวไทร,,,8.04808903,100.27180481,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
พัทลุง,,PEA,PEA VOLTA,ตำบล เขาเจียก อำเภอเมืองพัทลุง พัทลุง 93000 PEA VOLTA พัทลุง,,,7.60148478,100.03018951,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อินทร์บุรี,,PEA,PEA VOLTA,115 หมู่1 ถนนเอเซีย ตำบลน้ำตาล อำเภออินทร์บุรี จังหวัดสิงห์บุรี 16110 Thailand PEA VOLTA อินทร์บุรี,,,15.00669289,100.34501648,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
พรหมบุรี,,PEA,PEA VOLTA,66 ตำบล บ้านหม้อ อำเภอพรหมบุรี สิงห์บุรี 16120 PEA VOLTA พรหมบุรี,,,14.76882744,100.44991302,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองกาญจนบุรี (ปากแพรก),,PEA,PEA VOLTA,ตำบล ปากแพรก อำเภอเมืองกาญจนบุรี กาญจนบุรี 71000 PEA VOLTA บางจาก เมืองกาญจนบุรี (ปากแพรก) #1,,,14.03766346,99.57819366,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองสุพรรณบุรี,,PEA,PEA VOLTA,ตำบล ท่าระหัด อำเภอเมืองสุพรรณบุรี สุพรรณบุรี 72000 PEA VOLTA บางจาก เมืองสุพรรณบุรี #1,,,14.43198872,100.143013,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก สองพี่น้อง (ทุ่งคอก),,PEA,PEA VOLTA,ตำบล ทุ่งคอก อำเภอสองพี่น้อง สุพรรณบุรี 72110 PEA VOLTA บางจาก สองพี่น้อง (ทุ่งคอก) #1,,,14.17240334,99.95610809,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
หาดใหญ่,,PEA,PEA VOLTA,75 ถนน เพชรเกษม ซอย 15/2 ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 PEA VOLTA หาดใหญ่,,,7.01746988,100.49626923,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ม่วงสามสิบ,,PEA,PEA VOLTA,ตำบล ม่วงสามสิบ อำเภอ ม่วงสามสิบ อุบลราชธานี 34140 PEA VOLTA ม่วงสามสิบ,,,15.52629185,104.71417236,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองบุรีรัมย์,,PEA,PEA VOLTA,190 หมู่ 8 ถนนบุรีรัมย์-พุทไธสง ตำบลชุมเห็ด อำเภอเมืองบุรีรัมย์ จังหวัดบุรีรัมย์ รหัสไปรษณีย์ 31000 PEA VOLTA เมืองบุรีรัมย์,,,15.03031445,103.10186768,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองชัยภูมิ,,PEA,PEA VOLTA,123 หมู่10 ถนนนิเวศรัตน์ ตำบลโพนทอง อำเภอเมืองชัยภูมิ จังหวัดชัยภูมิ 36000 PEA VOLTA เมืองชัยภูมิ,,,15.82796764,102.08486938,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองสุรินทร์,,PEA,PEA VOLTA,สาขา 164 9 เทศบาล 4 ตำบล ในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000 PEA VOLTA เมืองสุรินทร์,,,14.90936279,103.50759888,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
หางดง,,PEA,PEA VOLTA,197 หมู่ที่ 8 ตำบล หนองแก๋ว อำเภอหางดง เชียงใหม่ 50230 PEA VOLTA หางดง,,,18.68805313,98.92817688,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
แม่ริม,,PEA,PEA VOLTA,107 ตำบล ริมเหนือ อำเภอแม่ริม เชียงใหม่ 50180 PEA VOLTA แม่ริม,,,18.92609978,98.93927765,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา (หัวทะเล),,PEA,PEA VOLTA,หมู่ที่ 1 69 ถนน เพชรมาตุคลา ตำบล พะเนา อำเภอเมืองนครราชสีมา นครราชสีมา 30000 PEA VOLTA นครราชสีมา 2 (หัวทะเล),,,14.98846817,102.19113922,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางเลน,,PEA,PEA VOLTA,1/1 หมู่ 6 ถนนดอนตูม-บางเลน ต.บางเลน อ.บางเลน นครปฐม 73130 PEA VOLTA บางเลน,,,14.00584126,100.17254639,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ตากฟ้า,,PEA,PEA VOLTA,14 หมู่1 ซอยนภาเขตพัฒนา ซอย 6 ตำบลตากฟ้า อำเภอตากฟ้า จังหวัดนครสวรรค์ 60190  PEA VOLTA ตากฟ้า,,,15.34553528,100.49356842,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครนายก,,PEA,PEA VOLTA,138 หมู่ที่ 5 ตำบลบ้านใหญ่ อำเภอเมืองนครนายก นครนายก 26000 PEA VOLTA นครนายก,,,14.21732998,101.22705078,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปทุมธานี,,PEA,PEA VOLTA,21/42 หมู่3 ถนน รังสิต-ปทุมธานี ตำบล บางพูน อำเภอเมืองปทุมธานี ปทุมธานี 12000 PEA VOLTA ปทุมธานี 2,,,13.99131203,100.5816803,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ธัญบุรี,,PEA,PEA VOLTA,41/5 หมู่2 ถ.รังสิต-นครนายก ต.บึงยี่โถ อ.ธัญบุรี จ.ปธุมธานี 12130 PEA VOLTA ธัญบุรี #3,,,13.99793816,100.67383575,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บึงสามพัน,,PEA,PEA VOLTA,ตำบล ซับสมอทอด อำเภอบึงสามพัน เพชรบูรณ์ 67160 PEA VOLTA บึงสามพัน,,,15.81141567,101.00747681,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ละงู,,PEA,PEA VOLTA,หมู่ที่ 1 323 ตำบล กำแพง อำเภอ ละงู สตูล 91110 PEA VOLTA ละงู,,,6.90512514,99.78910065,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองชัยนาท,,PEA,PEA VOLTA,345/6 ถ.พหลโยธิน ตำบล บ้านกล้วย อำเภอเมืองชัยนาท ชัยนาท 17000 PEA VOLTA เมืองชัยนาท #2,,,15.19277,100.13533783,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เวียงสา,,PEA,PEA VOLTA,301 หมู่ที่ 10 ตำบล กลางเวียง อำเภอเวียงสา น่าน 55110 PEA VOLTA เวียงสา #1,,,18.56295776,100.72535706,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปัว,,PEA,PEA VOLTA,292 ม.1 ต.ปัว อ.ปัว จ.น่าน 55120 PEA VOLTA ปัว #1,,,19.18110466,100.89305878,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองอุตรดิตถ์,,PEA,PEA VOLTA,174 บรมอาสน์ ถนน บรมอาสน์ ตำบล ท่าอิฐ อำเภอเมืองอุตรดิตถ์ อุตรดิตถ์ 53000 PEA VOLTA เมืองอุตรดิตถ์ #1,,,17.60806847,100.07946777,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองน่าน,,PEA,PEA VOLTA,82/15 ถนน มหายศ ตำบล ในเวียง อำเภอเมืองน่าน น่าน 55000 PEA VOLTA เมืองน่าน #1,,,18.79540062,100.78266144,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก โนนสูง,,PEA,PEA VOLTA,ตำบล ดอนหวาย อำเภอโนนสูง นครราชสีมา 30160 PEA VOLTA บางจาก โนนสูง #2,,,15.09766102,102.27072144,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สันกำแพง,,PEA,PEA VOLTA,93 ถนน เชียงใหม่- ดอยสะเก็ด ตำบล สันกำแพง อำเภอสันกำแพง เชียงใหม่ 50130 PEA VOLTA สันกำแพง,,,18.75284576,99.10469055,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองบุรีรัมย์ (โฮมโปร),,PEA,PEA VOLTA,500 หมู่9 ตำบล อิสาณ อำเภอเมืองบุรีรัมย์ บุรีรัมย์ 31000 PEA VOLTA บางจาก เมืองบุรีรัมย์ (โฮมโปร) #1,,,14.98336124,103.07962799,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก บายพาสโคราช (กม.11),,PEA,PEA VOLTA,ตำบล หนองกระทุ่ม อำเภอเมืองนครราชสีมา นครราชสีมา 30000 PEA VOLTA บางจาก บายพาสโคราช (กม.11) #1,,,15.02720547,102.08203125,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เขื่องใน,,PEA,PEA VOLTA,ตำบล ยางขี้นก อำเภอ เขื่องใน อุบลราชธานี 34150 PEA VOLTA เขื่องใน,,,15.42167282,104.54030609,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครปฐม,,PEA,PEA VOLTA,242/15 ถนน 25 มกรา ตําบล พระปฐมเจดีย์ อําเภอเมืองนครปฐม จังหวัดนครปฐม 73000 PEA VOLTA นครปฐม,,,13.82365704,100.06893158,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
มหาชนะชัย,,PEA,PEA VOLTA,129 หมู่6 ตำบล คูเมือง อำเภอ มหาชนะชัย ยโสธร 35130 PEA VOLTA มหาชนะชัย,,,15.49993706,104.21760559,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บ้านไผ่,,PEA,PEA VOLTA,65 หมู่ 2 ถ. มิตรภาพ ตำบล บ้านไผ่ ขอนแก่น 40110 PEA VOLTA บ้านไผ่,,,16.05342484,102.7161026,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สวนผึ้ง,,PEA,PEA VOLTA,174 หมู่5 ตำบลท่าเคย อำเภอสวนผึ้ง จังหวัดราชบุรี 70180 PEA VOLTA สวนผึ้ง,,,13.54142857,99.40330505,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
น้ำพอง,,PEA,PEA VOLTA,ตำบล วังชัย อำเภอน้ำพอง ขอนแก่น 40140 PEA VOLTA น้ำพอง,,,16.71722794,102.8693924,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,,PEA,PEA VOLTA,44 ถนนกสิกรทุ่งสร้าง ตำบลในเมือง อำเภอเมืองขอนแก่น ขอนแก่น 40000 PEA VOLTA ขอนแก่น,,,16.44115829,102.84038544,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สว่างแดนดิน,,PEA,PEA VOLTA,22 ตำบล สว่างแดนดิน อำเภอสว่างแดนดิน สกลนคร 47110 PEA VOLTA สว่างแดนดิน #1,,,17.4682579,103.49375153,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เกาะสมุย,,PEA,PEA VOLTA,ตำบล อ่างทอง อำเภอเกาะสมุย สุราษฎร์ธานี 84140 PEA VOLTA เกาะสมุย,,,9.52032089,99.93880463,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
แม่สะเรียง,,PEA,PEA VOLTA,255/33 ตำบล บ้านกาด อำเภอแม่สะเรียง แม่ฮ่องสอน 58110 PEA VOLTA แม่สะเรียง #2,,,18.1830368,97.93423462,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองอุทัยธานี,,PEA,PEA VOLTA,228 ซอย ตั้งใจงาม ตำบล น้ำซึม อำเภอเมืองอุทัยธานี อุทัยธานี 61000 PEA VOLTA เมืองอุทัยธานี #2,,,15.36762238,100.01343536,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
หนองไผ่,,PEA,PEA VOLTA,999/1 หมู่ 3 ถนน สระบุรี-หล่มสัก ตำบล หนองไผ่ อำเภอหนองไผ่ เพชรบูรณ์ 67140 PEA VOLTA หนองไผ่ #2,,,15.99513721,101.06504822,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองบึงกาฬ,,PEA,PEA VOLTA,ตำบล วิศิษฐ์ อำเภอเมืองบึงกาฬ บึงกาฬ 38000 PEA VOLTA เมืองบึงกาฬ #2,,,18.32321548,103.63355255,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองหนองบัวลำภู,,PEA,PEA VOLTA,"255 หมู่ 10, ถนนอุดร - เลย, ตำบลลำภู อำเภอเมืองหนองบัวลำภู จังหวัดหนองบัวลำภู, 39000 PEA VOLTA เมืองหนองบัวลำภู #1",,,17.2111702,102.45436096,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ตะกั่วป่า,,PEA,PEA VOLTA,23/19 ถนน เพชรเกษม หมู่ 1 โคกเคียน อำเภอตะกั่วป่า พังงา 82110 PEA VOLTA ตะกั่วป่า #1,,,8.871562,98.36369324,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองอุดรธานี (บ้านขาว),,PEA,PEA VOLTA,ตำบล บ้านขาว อำเภอเมืองอุดรธานี อุดรธานี 41000 PEA VOLTA บางจาก เมืองอุดรธานี (บ้านขาว) #1,,,17.51766777,102.7999115,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองอุดรธานี (สนามบิน),,PEA,PEA VOLTA,ตำบลเชียงพิณ อำเภอเมืองอุดรธานี อุดรธานี 41000 PEA VOLTA บางจาก เมืองอุดรธานี (สนามบิน) #1,,,17.3934021,102.7660675,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก บายพาสสุราษฎร์ (กม.5),,PEA,PEA VOLTA,ตำบลมะขามเตี้ย อำเภอเมืองสุราษฎร์ธานี สุราษฎร์ธานี 84000 PEA VOLTA บางจาก บายพาสสุราษฎร์ (กม.5) #1,,,9.11515427,99.34633636,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก ปราสาท,,PEA,PEA VOLTA,ตำบล ตานี อำเภอปราสาท สุรินทร์ 32140 PEA VOLTA บางจาก ปราสาท #1,,,14.62068367,103.27776337,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก สิชล,,PEA,PEA VOLTA,3/1 หมู่ที่ 10 ถ. สุราษธานี - นครศรีธรรมราช ตำบล เปลี่ยน อำเภอ สิชล นครศรีธรรมราช 80120 PEA VOLTA บางจาก สิชล #1,,,8.84643841,99.90041351,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก อ่าวลึก,,PEA,PEA VOLTA,ตำบล อ่าวลึกเหนือ อำเภอ อ่าวลึก กระบี่ 81110 PEA VOLTA บางจาก อ่าวลึก #2,,,8.36372757,98.75108337,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปากคาด,,PEA,PEA VOLTA,ถนนชยางกูร ตำบล ปากคาด อำเภอ ปากคาด บึงกาฬ 38220 PEA VOLTA ปากคาด #1,,,18.31763649,103.31440735,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
พรรณานิคม,,PEA,PEA VOLTA,ตำบล ช้างมิ่ง อำเภอ พรรณานิคม สกลนคร 47130 PEA VOLTA พรรณานิคม #2,,,17.36592674,103.82575226,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก บางเลน,,PEA,PEA VOLTA,9 /2 ตำบลบางภาษี อำเภอบางเลน นครปฐม 73130 PEA VOLTA บางจาก บางเลน #2,,,14.01179504,100.21183777,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองชัยภูมิ,,PEA,PEA VOLTA,ตำบล หนองนาแซง อำเภอเมืองชัยภูมิ ชัยภูมิ 36000 PEA VOLTA บางจาก เมืองชัยภูมิ #1,,,15.77122593,102.02561188,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองนครพนม,,PEA,PEA VOLTA,ตำบล กุรุคุ อำเภอเมืองนครพนม นครพนม 48000 PEA VOLTA บางจาก เมืองนครพนม #1,,,17.32110786,104.55797577,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
คาลเท็กซ์ สาขาน้ำมันดาวพนม,,PEA,PEA VOLTA,654/5 หมู่ 1 ตำบลพนมสารคาม อำเภอพนมสารคาม จังหวัดฉะเชิงเทรา 24120 (เครือข่าย PEA VOLTA) คาลเท็กซ์ สาขาน้ำมันดาวพนม (เครือข่าย PEA VOLTA),,,13.74804211,101.35907745,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก บางละมุง กม.149,,PEA,PEA VOLTA,ชลบุรี-พัทยา ตำบล โป่ง อำเภอบางละมุง ชลบุรี 20150 PEA VOLTA บางจาก บางละมุง กม.149 #2,,,12.89881039,100.89715576,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
7-11 บาลีฮาย,,PEA,PEA VOLTA,27/7 พัทยาใต้ 24 เมืองพัทยา อำเภอบางละมุง ชลบุรี 20150 PEA VOLTA 7-Eleven บาลีฮาย,,,12.92469692,100.86745453,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
กุยบุรี,,PEA,PEA VOLTA,ตำบลสามกระทาย อำเภอกุยบุรี ประจวบคีรีขันธ์ 77150 PEA VOLTA กุยบุรี #2,,,12.11046505,99.85279083,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองมุกดาหาร,,PEA,PEA VOLTA,"106, ถนนเมืองใหม่, ตำบลมุกดาหาร อำเภอเมืองมุกดาหาร จังหวัดมุกดาหาร, 49000 PEA VOLTA เมืองมุกดาหาร #2",,,16.54371452,104.69395447,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก วังน้อย กม.71,,PEA,PEA VOLTA,ถ. พหลโยธิน ตำบล ชะแมบ อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 PEA VOLTA บางจาก วังน้อย กม.71 #1,,,14.2549963,100.76755524,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองปัตตานี,,PEA,PEA VOLTA,ตำบล รูสะมิแล อำเภอเมืองปัตตานี ปัตตานี 94000 PEA VOLTA เมืองปัตตานี #2,,,6.88649607,101.24562073,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เมืองนราธิวาส,,PEA,PEA VOLTA,ตำบล ลำภู อำเภอเมืองนราธิวาส นราธิวาส 96000 PEA VOLTA บางจาก เมืองนราธิวาส #2,,,6.40916204,101.79682922,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก เขาพนม,,PEA,PEA VOLTA,ตำบล พรุเตียว อำเภอ เขาพนม กระบี่ 81140 PEA VOLTA บางจาก เขาพนม #1,,,8.26574326,99.09516907,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองยะลา,,PEA,PEA VOLTA,ตำบล สะเตงนอก อำเภอเมืองยะลา ยะลา 95000 PEA VOLTA เมืองยะลา #1,,,6.51528406,101.27098083,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก โพนทอง,,PEA,PEA VOLTA,171 หมู่ 2 ตำบลสระนกแก้ว อำเภอ โพนทอง ร้อยเอ็ด 45110 PEA VOLTA บางจาก โพนทอง #2,,,16.2948761,103.97618866,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองอำนาจเจริญ,,PEA,PEA VOLTA,"332 ม.8 อ.เมือง Chayangkun, ตำบล บุ่ง อำเภอเมืองอำนาจเจริญ อำนาจเจริญ 37000 PEA VOLTA เมืองอำนาจเจริญ #2",,,15.88847065,104.62494659,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก สามโคก,,PEA,PEA VOLTA,ตำบล บางโพธิ์เหนือ อำเภอสามโคก ปทุมธานี 12160 PEA VOLTA บางจาก สามโคก #1,,,14.03939915,100.52560425,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองแม่ฮ่องสอน,,PEA,PEA VOLTA,286/3 ถ.แม่ฮ่องสอน-ปาย ตำบล ปางหมู อำเภอเมืองแม่ฮ่องสอน แม่ฮ่องสอน 58000 PEA VOLTA เมืองแม่ฮ่องสอน #1,,,19.31517792,97.96572113,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เมืองยโสธร,,PEA,PEA VOLTA,91 ถนน รัตนเขต ตำบลในเมือง อำเภอเมืองยโสธร ยโสธร 35000 PEA VOLTA เมืองยโสธร #1,,,15.79771805,104.1437149,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บางจาก พยุหะคีรี กม.308,,PEA,PEA VOLTA,ตำบล ม่วงหัก อำเภอพยุหะคีรี นครสวรรค์ 60130 PEA VOLTA บางจาก พยุหะคีรี กม.308 #1,,,15.40701675,100.14772034,#icon-ci-2-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
