source_project,source_file,source_date_be,area_type,province_code,province,area_code,area_name,male,female,population,households
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4182,ท้องถิ่นเทศบาลตำบลบ้านเชียง,2743,2808,5551,2068
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4183,ท้องถิ่นเทศบาลตำบลโนนสะอาด,2046,2161,4207,1821
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4184,ท้องถิ่นเทศบาลตำบลห้วยเกิ้ง,2426,2542,4968,1772
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4185,ท้องถิ่นเทศบาลตำบลพันดอน,2491,2774,5265,2788
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4186,ท้องถิ่นเทศบาลตำบลกุมภวาปี,3627,3981,7608,4656
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4187,ท้องถิ่นเทศบาลตำบลภูผาแดง,3673,3910,7583,2437
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4188,ท้องถิ่นเทศบาลตำบลหนองวัวซอ,4514,4787,9301,3088
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4189,ท้องถิ่นเทศบาลตำบลสร้างก่อ,1911,1939,3850,1130
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4190,ท้องถิ่นเทศบาลตำบลตาลเลียน,1817,1812,3629,926
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4191,ท้องถิ่นเทศบาลตำบลเชียงเพ็ง,1954,2010,3964,1250
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4192,ท้องถิ่นเทศบาลตำบลกุดจับ,4779,5099,9878,4177
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4193,ท้องถิ่นเทศบาลตำบลหนองบัว,15666,17662,33328,17891
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4194,ท้องถิ่นเทศบาลเมืองหนองสำโรง,14674,16119,30793,16628
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4195,ท้องถิ่นเทศบาลตำบลบ้านจั่น,3269,3950,7219,3801
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4196,ท้องถิ่นเทศบาลเมืองโนนสูง-น้ำคำ,4482,3831,8313,3708
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4197,ท้องถิ่นเทศบาลตำบลนิคมสงเคราะห์,1743,1884,3627,1394
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4198,ท้องถิ่นเทศบาลตำบลนาข่า,3026,3239,6265,2796
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,41,อุดรธานี,4199,ท้องถิ่นเทศบาลนครอุดรธานี,53285,59046,112331,63679
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4201,อำเภอเมืองเลย,29864,29476,59340,25467
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4202,อำเภอนาด้วง,4903,4846,9749,3894
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4203,อำเภอเชียงคาน,18744,18925,37669,15056
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4204,อำเภอปากชม,17008,16514,33522,11952
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4205,อำเภอด่านซ้าย,24323,23870,48193,17160
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4206,อำเภอนาแห้ว,4825,4801,9626,3285
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4207,อำเภอภูเรือ,9981,9644,19625,7835
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4208,อำเภอท่าลี่,12659,12746,25405,10541
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4209,อำเภอวังสะพุง,48928,49772,98700,36358
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4210,อำเภอภูกระดึง,13626,13489,27115,9378
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4211,อำเภอภูหลวง,12452,12242,24694,8230
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4212,อำเภอผาขาว,15243,15227,30470,8873
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4213,อำเภอเอราวัณ,16700,16797,33497,12046
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4214,อำเภอหนองหิน,10288,10197,20485,6514
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4279,ท้องถิ่นเทศบาลตำบลโนนปอแดง,5485,5472,10957,3688
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4280,ท้องถิ่นเทศบาลตำบลนาดอกคำ,4946,4820,9766,3066
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4281,ท้องถิ่นเทศบาลตำบลธาตุ,4701,4801,9502,3604
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4282,ท้องถิ่นเทศบาลตำบลนาดินดำ,5303,5297,10600,3882
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4283,ท้องถิ่นเทศบาลตำบลนาโป่ง,5108,5176,10284,3722
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4284,ท้องถิ่นเทศบาลตำบลนาอาน,6503,6838,13341,6636
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4285,ท้องถิ่นเทศบาลตำบลเขาแก้ว,3815,3812,7627,2263
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4286,ท้องถิ่นเทศบาลตำบลหนองหิน,2090,2217,4307,2186
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4287,ท้องถิ่นเทศบาลตำบลภูกระดึง,3375,3474,6849,2868
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4288,ท้องถิ่นเทศบาลเมืองวังสะพุง,4848,5302,10150,4783
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4289,ท้องถิ่นเทศบาลตำบลท่าลี่,811,901,1712,847
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4290,ท้องถิ่นเทศบาลตำบลภูเรือ,1330,1362,2692,1640
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4291,ท้องถิ่นเทศบาลตำบลนาแห้ว,1028,999,2027,981
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4292,ท้องถิ่นเทศบาลตำบลด่านซ้าย,1548,1626,3174,2056
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4293,ท้องถิ่นเทศบาลตำบลปากชม,1630,1729,3359,1670
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4294,ท้องถิ่นเทศบาลตำบลเชียงกลม,2520,2568,5088,1727
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4295,ท้องถิ่นเทศบาลตำบลเชียงคาน,2328,2522,4850,2907
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4296,ท้องถิ่นเทศบาลตำบลนาด้วง,3128,3210,6338,2496
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4297,ท้องถิ่นเทศบาลตำบลน้ำสวย,1728,1791,3519,1284
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4298,ท้องถิ่นเทศบาลตำบลนาอ้อ,2923,3027,5950,2440
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,42,เลย,4299,ท้องถิ่นเทศบาลเมืองเลย,9374,9821,19195,11685
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4301,อำเภอเมืองหนองคาย,36964,37737,74701,26507
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4302,อำเภอท่าบ่อ,29861,30782,60643,19924
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4305,อำเภอโพนพิสัย,39079,39506,78585,26663
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4307,อำเภอศรีเชียงใหม่,11370,11753,23123,7895
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4308,อำเภอสังคม,11222,11044,22266,7744
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4314,อำเภอสระใคร,13252,13179,26431,9126
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4315,อำเภอเฝ้าไร่,19662,19787,39449,11954
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4316,อำเภอรัตนวาปี,18620,18712,37332,13784
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4317,อำเภอโพธิ์ตาก,7453,7604,15057,5441
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4378,ท้องถิ่นเทศบาลตำบลเฝ้าไร่,5438,5516,10954,4269
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4381,ท้องถิ่นเทศบาลตำบลโพธิ์ชัย,4002,4297,8299,4197
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4382,ท้องถิ่นเทศบาลตำบลหาดคำ,4713,4845,9558,3229
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4388,ท้องถิ่นเทศบาลตำบลสังคม,1563,1649,3212,1550
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4389,ท้องถิ่นเทศบาลตำบลศรีเชียงใหม่,2937,3103,6040,3011
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4391,ท้องถิ่นเทศบาลเมืองโพนพิสัย,9090,9359,18449,8359
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4395,ท้องถิ่นเทศบาลตำบลโพนสา,1673,1920,3593,1187
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4396,ท้องถิ่นเทศบาลเมืองท่าบ่อ,8028,8556,16584,7684
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4397,ท้องถิ่นเทศบาลตำบลหนองสองห้อง,2499,2544,5043,2200
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4398,ท้องถิ่นเทศบาลตำบลเวียงคุก,2728,3003,5731,1983
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,43,หนองคาย,4399,ท้องถิ่นเทศบาลเมืองหนองคาย,21897,23242,45139,25671
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4401,อำเภอเมืองมหาสารคาม,49681,52177,101858,38887
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4402,อำเภอแกดำ,12040,12104,24144,6859
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4403,อำเภอโกสุมพิสัย,52805,54727,107532,33235
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4404,อำเภอกันทรวิชัย,26644,27925,54569,17422
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4405,อำเภอเชียงยืน,26827,27913,54740,19079
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4406,อำเภอบรบือ,49685,50255,99940,35797
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4407,อำเภอนาเชือก,28050,28419,56469,18421
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4408,อำเภอพยัคฆภูมิพิสัย,38884,39495,78379,23306
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4409,อำเภอวาปีปทุม,52444,53448,105892,31847
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4410,อำเภอนาดูน,15927,16265,32192,9048
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4411,อำเภอยางสีสุราช,16985,17293,34278,10319
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4412,อำเภอกุดรัง,18319,18224,36543,11144
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4413,อำเภอชื่นชม,11810,12326,24136,7341
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4487,ท้องถิ่นเทศบาลตำบลขามเรียง,4985,6042,11027,6127
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4488,ท้องถิ่นเทศบาลตำบลท่าขอนยาง,4250,4585,8835,7093
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4489,ท้องถิ่นเทศบาลตำบลนาดูน,2356,2304,4660,1950
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4490,ท้องถิ่นเทศบาลตำบลวาปีปทุม,2120,2359,4479,2506
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4491,ท้องถิ่นเทศบาลตำบลพยัคฆภูมิพิสัย,3717,4168,7885,4525
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4492,ท้องถิ่นเทศบาลตำบลนาเชือก,1756,1879,3635,2253
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4493,ท้องถิ่นเทศบาลตำบลบรบือ,2353,2824,5177,2463
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4494,ท้องถิ่นเทศบาลตำบลเชียงยืน,2110,2289,4399,2509
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4495,ท้องถิ่นเทศบาลตำบลกันทรวิชัย,1497,1695,3192,1564
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4496,ท้องถิ่นเทศบาลตำบลโกสุมพิสัย,4168,4571,8739,4555
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4497,ท้องถิ่นเทศบาลตำบลแกดำ,2583,2600,5183,1782
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4498,ท้องถิ่นเทศบาลตำบลแวงน่าง,2707,2901,5608,2388
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,44,มหาสารคาม,4499,ท้องถิ่นเทศบาลเมืองมหาสารคาม,18390,22243,40633,22283
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4501,อำเภอเมืองร้อยเอ็ด,53970,56922,110892,45107
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4502,อำเภอเกษตรวิสัย,36073,36278,72351,22184
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4503,อำเภอปทุมรัตต์,22967,23541,46508,13578
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4504,อำเภอจตุรพักตรพิมาน,24725,25251,49976,14531
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4505,อำเภอธวัชบุรี,18339,18449,36788,11997
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4506,อำเภอพนมไพร,29018,29455,58473,18793
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4507,อำเภอโพนทอง,47357,48160,95517,30634
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4508,อำเภอโพธิ์ชัย,13303,13576,26879,8118
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4509,อำเภอหนองพอก,29638,29590,59228,17504
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4510,อำเภอเสลภูมิ,43615,44708,88323,26329
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4511,อำเภอสุวรรณภูมิ,50917,51995,102912,31534
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4512,อำเภอเมืองสรวง,6635,6700,13335,3973
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4513,อำเภอโพนทราย,10882,10996,21878,5417
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4514,อำเภออาจสามารถ,33927,34259,68186,19967
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4515,อำเภอเมยวดี,11201,11511,22712,7316
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4516,อำเภอศรีสมเด็จ,17980,17184,35164,11762
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4517,อำเภอจังหาร,18508,19347,37855,12873
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4518,อำเภอเชียงขวัญ,12986,13615,26601,8714
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4519,อำเภอหนองฮี,11735,11924,23659,6842
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4520,อำเภอทุ่งเขาหลวง,11166,11475,22641,6832
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4565,ท้องถิ่นเทศบาลตำบลนิเวศน์,3393,3458,6851,3394
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4566,ท้องถิ่นเทศบาลตำบลมะอึ,2564,2740,5304,2257
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4569,ท้องถิ่นเทศบาลตำบลโพธิ์ชัย,3203,3248,6451,1827
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4570,ท้องถิ่นเทศบาลตำบลดินดำ,3224,3386,6610,2089
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4571,ท้องถิ่นเทศบาลตำบลเมืองไพร,3106,3003,6109,1666
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4572,ท้องถิ่นเทศบาลตำบลขวาว,4181,4417,8598,2277
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4573,ท้องถิ่นเทศบาลตำบลดงแดง,4186,4405,8591,2540
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4574,ท้องถิ่นเทศบาลตำบลโคกล่าม,3552,3656,7208,2202
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4575,ท้องถิ่นเทศบาลตำบลหัวช้าง,3886,4155,8041,2865
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4576,ท้องถิ่นเทศบาลตำบลอุ่มเม้า,3518,3642,7160,2160
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4577,ท้องถิ่นเทศบาลตำบลปอภาร,3391,3758,7149,2576
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4578,ท้องถิ่นเทศบาลตำบลเมืองบัว,4016,4214,8230,2942
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4579,ท้องถิ่นเทศบาลตำบลคำพอุง,4610,4502,9112,2804
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4580,ท้องถิ่นเทศบาลตำบลอัคคะคำ,4050,4052,8102,2219
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4581,ท้องถิ่นเทศบาลตำบลโนนตาล,2633,2647,5280,1592
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4583,ท้องถิ่นเทศบาลตำบลอาจสามารถ,1877,2001,3878,1898
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4584,ท้องถิ่นเทศบาลตำบลโพนทราย,2704,2805,5509,2175
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4585,ท้องถิ่นเทศบาลตำบลเมืองสรวง,4632,4770,9402,3098
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4586,ท้องถิ่นเทศบาลตำบลสุวรรณภูมิ,4067,4568,8635,4446
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4587,ท้องถิ่นเทศบาลตำบลเสลภูมิ,6078,6531,12609,5344
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4588,ท้องถิ่นเทศบาลตำบลหนองพอก,3030,3193,6223,2882
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4589,ท้องถิ่นเทศบาลตำบลเชียงใหม่,3941,4114,8055,2617
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4590,ท้องถิ่นเทศบาลตำบลชัยวารี,2514,2625,5139,1630
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4591,ท้องถิ่นเทศบาลตำบลโพนทอง,5355,5643,10998,5539
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4592,ท้องถิ่นเทศบาลตำบลพนมไพร,1893,2032,3925,1859
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4593,ท้องถิ่นเทศบาลตำบลบ้านนิเวศน์,1159,1301,2460,1229
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4594,ท้องถิ่นเทศบาลตำบลธงธานี,3611,3909,7520,2684
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4595,ท้องถิ่นเทศบาลตำบลจตุรพักตรพิมาน,1743,1965,3708,1665
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4596,ท้องถิ่นเทศบาลตำบลปทุมรัตต์,3006,3219,6225,2260
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4597,ท้องถิ่นเทศบาลตำบลเกษตรวิสัย,4983,5404,10387,5043
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4598,ท้องถิ่นเทศบาลตำบลกู่กาสิงห์,2145,2267,4412,1682
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,45,ร้อยเอ็ด,4599,ท้องถิ่นเทศบาลเมืองร้อยเอ็ด,14794,16895,31689,17137
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4601,อำเภอเมืองกาฬสินธุ์,39320,41019,80339,27978
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4602,อำเภอนามน,14397,14767,29164,10082
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4603,อำเภอกมลาไสย,21640,22776,44416,13095
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4604,อำเภอร่องคำ,5073,5250,10323,3466
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4605,อำเภอกุฉินารายณ์,30436,30525,60961,22829
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4606,อำเภอเขาวง,10274,10441,20715,9237
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4607,อำเภอยางตลาด,39134,40934,80068,25618
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4608,อำเภอห้วยเม็ก,19883,19820,39703,12967
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4609,อำเภอสหัสขันธ์,18440,18547,36987,11955
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4610,อำเภอคำม่วง,13227,13278,26505,7825
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4611,อำเภอท่าคันโท,14123,14254,28377,8557
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4612,อำเภอหนองกุงศรี,25211,25434,50645,16259
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4613,อำเภอสมเด็จ,26905,27542,54447,19358
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4614,อำเภอห้วยผึ้ง,6826,7035,13861,4237
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4615,อำเภอสามชัย,12660,12327,24987,8161
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4616,อำเภอนาคู,12522,12544,25066,8777
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4617,อำเภอดอนจาน,12772,13046,25818,8686
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4618,อำเภอฆ้องชัย,12834,13183,26017,8007
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4665,ท้องถิ่นเทศบาลตำบลจุมจัง,4663,4732,9395,2648
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,46,กาฬสินธุ์,4666,ท้องถิ่นเทศบาลตำบลนาทัน,7073,6958,14031,3890
